Age,Gender,SkinType,HairType,Budget,Concern,Rating,RecommendedService
41,Female,Sensitive,Coily,2000,Hair Fall,5.0,Advanced Hair Spa
55,Female,Dry,Wavy,1000,Dandruff,3.5,Anti-Dandruff Spa
37,Female,Sensitive,Thinning,1000,Dullness,4.0,Scalp Treatment
23,Female,Oily,Curly,2000,Pigmentation,4.0,Chemical Peel Treatment
20,Female,Normal,Curly,2000,Dandruff,4.5,Keratin Therapy
41,Male,Combination,Curly,2000,Acne,3.5,Chemical Peel Treatment
34,Female,Combination,Straight,1500,Dullness,5.0,Vitamin C Glow Facial
59,Female,Combination,Wavy,500,Acne,3.0,Deep Cleansing Facial
52,Female,Dry,Curly,1500,Hair Fall,4.0,Scalp Treatment
56,Non-binary,Normal,Curly,500,Dullness,4.0,Hair Spa
40,Male,Sensitive,Coily,10000,Pigmentation,3.0,Keratin Therapy
50,Non-binary,Dry,Coily,1000,Aging,3.5,Anti-Aging Facial
51,Female,Normal,Coily,5000,Dullness,4.5,Keratin Therapy
23,Female,Dry,Coily,10000,Frizz,4.5,Keratin Therapy
46,Male,Oily,Curly,1000,Pigmentation,3.5,Deep Cleansing Facial
18,Female,Combination,Curly,1000,Dandruff,4.5,Hair Spa
43,Male,Normal,Curly,1500,Pigmentation,3.0,Keratin Therapy
20,Male,Dry,Curly,3000,Frizz,5.0,Keratin Therapy
54,Male,Sensitive,Wavy,2000,Acne,5.0,Chemical Peel Treatment
48,Female,Normal,Coily,5000,Hair Fall,3.0,Advanced Hair Spa
61,Female,Oily,Thinning,2000,Acne,3.5,Chemical Peel Treatment
42,Female,Dry,Curly,5000,Pigmentation,3.0,Keratin Therapy
41,Female,Dry,Curly,10000,Dandruff,4.5,Keratin Therapy
25,Female,Sensitive,Coily,5000,Acne,4.5,Chemical Peel Treatment
31,Female,Dry,Curly,2000,Dullness,4.5,Keratin Therapy
54,Male,Normal,Wavy,3000,Frizz,4.5,Keratin Therapy
18,Non-binary,Sensitive,Straight,10000,Dandruff,5.0,Anti-Dandruff Spa
51,Female,Normal,Coily,2000,Dandruff,5.0,Scalp Treatment
36,Female,Sensitive,Curly,5000,Dullness,4.0,Keratin Therapy
29,Female,Dry,Thinning,5000,Dandruff,4.5,Advanced Hair Spa
60,Female,Normal,Straight,2000,Frizz,3.0,Keratin Therapy
28,Female,Normal,Curly,5000,Acne,3.5,Chemical Peel Treatment
44,Non-binary,Normal,Straight,1500,Acne,3.0,Deep Cleansing Facial
38,Female,Dry,Curly,1000,Pigmentation,3.0,Hair Spa
22,Female,Sensitive,Coily,1500,Frizz,4.5,Keratin Therapy
43,Female,Combination,Straight,5000,Aging,4.0,Gold Glow Therapy
47,Female,Oily,Straight,3000,Frizz,3.5,Chemical Peel Treatment
46,Female,Combination,Wavy,1000,Dullness,3.0,Vitamin C Glow Facial
29,Female,Normal,Coily,1000,Acne,3.0,Deep Cleansing Facial
27,Female,Dry,Wavy,5000,Acne,5.0,Chemical Peel Treatment
62,Female,Normal,Straight,2000,Frizz,4.0,Keratin Therapy
56,Female,Sensitive,Wavy,1000,Hair Fall,3.5,Scalp Treatment
19,Female,Oily,Curly,10000,Aging,3.0,Chemical Peel Treatment
24,Male,Dry,Wavy,500,Dandruff,5.0,Anti-Dandruff Spa
38,Female,Dry,Thinning,1000,Pigmentation,4.5,Scalp Treatment
25,Female,Oily,Curly,1500,Aging,3.0,Deep Cleansing Facial
38,Female,Dry,Coily,1000,Acne,4.0,Deep Cleansing Facial
41,Female,Dry,Coily,1500,Dullness,5.0,Keratin Therapy
24,Male,Normal,Wavy,1500,Acne,5.0,Deep Cleansing Facial
58,Female,Dry,Curly,1000,Frizz,4.0,Hair Spa
60,Female,Combination,Straight,3000,Pigmentation,4.5,De-Tan Treatment
58,Male,Normal,Thinning,5000,Acne,3.5,Classic Swedish Massage
25,Female,Sensitive,Wavy,3000,Acne,3.0,Chemical Peel Treatment
49,Female,Dry,Coily,1000,Frizz,3.0,Hair Spa
64,Female,Sensitive,Curly,1000,Hair Fall,4.0,Scalp Treatment
20,Female,Sensitive,Curly,10000,Acne,3.5,Chemical Peel Treatment
39,Female,Dry,Thinning,500,Frizz,3.5,Scalp Treatment
62,Male,Normal,Coily,3000,Hair Fall,3.5,Advanced Hair Spa
18,Female,Sensitive,Straight,1000,Acne,3.5,Deep Cleansing Facial
26,Female,Normal,Thinning,10000,Dullness,3.5,Advanced Hair Spa
23,Female,Sensitive,Curly,1000,Frizz,3.5,Hair Spa
29,Female,Combination,Curly,3000,Dandruff,3.5,Keratin Therapy
48,Female,Combination,Coily,2000,Aging,4.5,Anti-Aging Facial
50,Female,Sensitive,Wavy,10000,Dullness,4.5,Gold Glow Therapy
45,Male,Combination,Thinning,3000,Aging,5.0,Gold Glow Therapy
34,Female,Combination,Coily,1500,Dandruff,5.0,Keratin Therapy
22,Female,Sensitive,Wavy,1000,Aging,3.0,Anti-Dandruff Spa
64,Male,Sensitive,Coily,2000,Dandruff,4.0,Keratin Therapy
37,Female,Normal,Straight,2000,Acne,3.0,Chemical Peel Treatment
54,Female,Sensitive,Curly,10000,Dullness,4.0,Keratin Therapy
49,Female,Combination,Straight,5000,Dandruff,4.5,Anti-Dandruff Spa
33,Female,Combination,Straight,5000,Frizz,3.5,Keratin Therapy
47,Male,Dry,Curly,1000,Pigmentation,5.0,Hair Spa
28,Female,Oily,Coily,2000,Frizz,5.0,Chemical Peel Treatment
23,Female,Dry,Coily,1000,Dullness,4.5,Hair Spa
37,Female,Normal,Coily,3000,Hair Fall,4.5,Advanced Hair Spa
64,Male,Oily,Thinning,10000,Dullness,4.0,Chemical Peel Treatment
35,Male,Sensitive,Curly,500,Aging,4.5,Scalp Treatment
62,Female,Sensitive,Curly,5000,Dandruff,3.5,Keratin Therapy
29,Male,Dry,Coily,1000,Pigmentation,3.0,Hair Spa
31,Female,Oily,Wavy,10000,Dullness,3.5,Chemical Peel Treatment
44,Female,Normal,Straight,10000,Frizz,3.5,Keratin Therapy
23,Female,Combination,Straight,1500,Acne,5.0,Deep Cleansing Facial
49,Female,Oily,Straight,500,Hair Fall,3.0,Deep Cleansing Facial
20,Female,Normal,Straight,2000,Pigmentation,5.0,De-Tan Treatment
35,Male,Sensitive,Curly,3000,Dandruff,4.0,Keratin Therapy
39,Non-binary,Dry,Curly,5000,Dandruff,4.5,Keratin Therapy
40,Male,Oily,Straight,2000,Dullness,4.5,Chemical Peel Treatment
26,Female,Oily,Thinning,1500,Frizz,3.5,Deep Cleansing Facial
57,Female,Sensitive,Thinning,2000,Frizz,3.5,De-Tan Treatment
38,Female,Combination,Straight,10000,Frizz,4.0,Keratin Therapy
32,Female,Sensitive,Thinning,10000,Acne,4.0,Chemical Peel Treatment
48,Non-binary,Oily,Coily,1500,Pigmentation,3.5,Deep Cleansing Facial
51,Male,Normal,Straight,1000,Dandruff,3.0,Anti-Dandruff Spa
61,Non-binary,Sensitive,Wavy,2000,Acne,4.5,Chemical Peel Treatment
33,Female,Dry,Straight,500,Dandruff,3.0,Anti-Dandruff Spa
38,Male,Combination,Wavy,5000,Hair Fall,4.5,Advanced Hair Spa
60,Female,Dry,Thinning,5000,Frizz,4.5,Advanced Hair Spa
62,Female,Dry,Thinning,10000,Pigmentation,3.0,Advanced Hair Spa
42,Male,Sensitive,Thinning,10000,Dandruff,3.5,Advanced Hair Spa
25,Female,Oily,Straight,1500,Frizz,5.0,Deep Cleansing Facial
25,Female,Dry,Curly,2000,Pigmentation,3.0,Keratin Therapy
55,Female,Sensitive,Coily,1500,Dullness,4.0,Keratin Therapy
26,Female,Normal,Thinning,1000,Acne,4.5,Advanced Hair Spa
38,Female,Combination,Wavy,2000,Frizz,4.5,Keratin Therapy
36,Female,Oily,Thinning,1500,Hair Fall,5.0,Deep Cleansing Facial
25,Female,Normal,Coily,5000,Dullness,3.5,Keratin Therapy
63,Non-binary,Oily,Curly,1000,Dullness,3.5,Deep Cleansing Facial
32,Male,Oily,Wavy,10000,Dandruff,4.5,Chemical Peel Treatment
60,Male,Dry,Straight,3000,Dandruff,4.0,Anti-Dandruff Spa
48,Non-binary,Sensitive,Coily,500,Pigmentation,4.0,Hair Spa
30,Male,Normal,Coily,500,Aging,4.0,Anti-Aging Facial
55,Male,Oily,Curly,2000,Frizz,3.5,Chemical Peel Treatment
46,Female,Combination,Wavy,1000,Aging,3.5,Anti-Aging Facial
18,Female,Normal,Straight,5000,Dullness,3.5,Vitamin C Glow Facial
45,Female,Dry,Straight,500,Hair Fall,4.5,Scalp Treatment
21,Female,Normal,Curly,3000,Dandruff,3.5,Keratin Therapy
43,Female,Oily,Wavy,2000,Dandruff,4.0,Chemical Peel Treatment
29,Female,Sensitive,Straight,10000,Dandruff,4.5,Anti-Dandruff Spa
59,Female,Oily,Straight,500,Acne,3.0,Deep Cleansing Facial
60,Male,Dry,Straight,3000,Pigmentation,5.0,Hydrating Facial
62,Male,Normal,Wavy,2000,Dandruff,4.5,Anti-Dandruff Spa
26,Female,Oily,Thinning,1000,Dandruff,3.0,Deep Cleansing Facial
52,Male,Normal,Coily,500,Pigmentation,5.0,Hair Spa
59,Female,Dry,Straight,1000,Dullness,5.0,Hydrating Facial
18,Female,Combination,Straight,500,Aging,5.0,Anti-Aging Facial
28,Female,Combination,Straight,500,Acne,5.0,Deep Cleansing Facial
52,Female,Oily,Wavy,1500,Acne,5.0,Deep Cleansing Facial
36,Female,Sensitive,Wavy,3000,Dandruff,4.0,Anti-Dandruff Spa
40,Female,Normal,Wavy,5000,Acne,3.0,Chemical Peel Treatment
30,Female,Dry,Wavy,3000,Pigmentation,3.5,Hydrating Facial
35,Female,Normal,Coily,500,Pigmentation,4.0,Hair Spa
59,Male,Sensitive,Coily,500,Hair Fall,4.5,Scalp Treatment
27,Female,Oily,Curly,5000,Frizz,3.5,Chemical Peel Treatment
54,Female,Normal,Thinning,1000,Dandruff,3.5,Scalp Treatment
45,Female,Normal,Wavy,500,Hair Fall,3.0,Scalp Treatment
61,Female,Oily,Curly,5000,Acne,4.0,Chemical Peel Treatment
35,Female,Dry,Curly,500,Acne,4.5,Deep Cleansing Facial
32,Female,Oily,Straight,1000,Pigmentation,4.0,Deep Cleansing Facial
49,Female,Combination,Thinning,10000,Hair Fall,5.0,Advanced Hair Spa
24,Male,Dry,Curly,10000,Dandruff,3.5,Keratin Therapy
61,Non-binary,Normal,Thinning,3000,Dullness,4.5,Advanced Hair Spa
26,Female,Normal,Wavy,5000,Aging,3.5,Gold Glow Therapy
35,Female,Combination,Wavy,5000,Pigmentation,4.5,De-Tan Treatment
29,Female,Combination,Coily,3000,Hair Fall,4.0,Advanced Hair Spa
51,Male,Dry,Curly,5000,Dullness,3.0,Keratin Therapy
44,Male,Oily,Straight,500,Frizz,3.5,Deep Cleansing Facial
28,Female,Oily,Curly,3000,Dandruff,3.0,Chemical Peel Treatment
45,Female,Dry,Coily,2000,Pigmentation,5.0,Keratin Therapy
43,Female,Dry,Straight,5000,Dandruff,5.0,Anti-Dandruff Spa
33,Non-binary,Normal,Thinning,500,Pigmentation,4.5,Scalp Treatment
61,Male,Normal,Wavy,1000,Acne,4.0,Deep Cleansing Facial
50,Female,Oily,Coily,2000,Dandruff,3.5,Chemical Peel Treatment
25,Female,Dry,Thinning,10000,Dullness,3.0,Advanced Hair Spa
48,Female,Dry,Straight,5000,Frizz,5.0,Keratin Therapy
37,Male,Normal,Straight,2000,Pigmentation,4.5,De-Tan Treatment
18,Female,Combination,Curly,1500,Acne,3.0,Deep Cleansing Facial
64,Female,Combination,Straight,500,Dandruff,4.5,Anti-Dandruff Spa
51,Female,Dry,Coily,500,Dandruff,3.0,Hair Spa
60,Female,Sensitive,Coily,1500,Hair Fall,4.0,Scalp Treatment
29,Female,Combination,Straight,2000,Frizz,4.5,Keratin Therapy
40,Male,Oily,Curly,10000,Frizz,3.5,Chemical Peel Treatment
36,Female,Sensitive,Coily,5000,Hair Fall,3.0,Advanced Hair Spa
30,Male,Combination,Straight,2000,Dandruff,5.0,Anti-Dandruff Spa
61,Male,Combination,Coily,3000,Frizz,4.5,Keratin Therapy
24,Male,Dry,Wavy,1500,Pigmentation,3.0,Hydrating Facial
33,Female,Combination,Coily,3000,Frizz,3.0,Keratin Therapy
36,Female,Oily,Coily,1000,Pigmentation,3.5,Deep Cleansing Facial
29,Female,Oily,Curly,5000,Aging,4.5,Chemical Peel Treatment
63,Male,Oily,Thinning,3000,Aging,3.5,Chemical Peel Treatment
55,Female,Dry,Wavy,500,Aging,4.5,Deep Cleansing Facial
27,Female,Normal,Wavy,500,Dullness,3.0,Vitamin C Glow Facial
51,Female,Dry,Wavy,1500,Dandruff,4.5,Anti-Dandruff Spa
45,Female,Combination,Straight,1500,Hair Fall,4.0,Scalp Treatment
63,Female,Combination,Straight,1000,Acne,3.0,Deep Cleansing Facial
38,Female,Sensitive,Curly,3000,Acne,4.5,Chemical Peel Treatment
49,Female,Combination,Straight,500,Frizz,3.0,Hair Spa
26,Female,Combination,Thinning,3000,Pigmentation,4.0,Advanced Hair Spa
35,Female,Sensitive,Straight,500,Aging,5.0,Anti-Aging Facial
55,Non-binary,Dry,Wavy,5000,Dandruff,3.0,Anti-Dandruff Spa
52,Female,Combination,Coily,10000,Aging,5.0,Gold Glow Therapy
20,Female,Sensitive,Thinning,5000,Hair Fall,5.0,Advanced Hair Spa
41,Female,Oily,Coily,500,Dandruff,4.5,Deep Cleansing Facial
50,Male,Dry,Thinning,1500,Frizz,3.5,Scalp Treatment
54,Female,Dry,Coily,2000,Frizz,5.0,Keratin Therapy
22,Female,Normal,Coily,3000,Dullness,4.5,Keratin Therapy
35,Female,Oily,Wavy,3000,Aging,5.0,Chemical Peel Treatment
50,Female,Normal,Curly,1500,Dullness,3.5,Keratin Therapy
35,Female,Dry,Wavy,500,Pigmentation,3.5,Hydrating Facial
58,Female,Combination,Wavy,1500,Dullness,3.0,Vitamin C Glow Facial
33,Non-binary,Dry,Thinning,500,Acne,4.0,Deep Cleansing Facial
41,Female,Normal,Curly,5000,Aging,4.5,Gold Glow Therapy
36,Female,Oily,Straight,10000,Hair Fall,3.5,Chemical Peel Treatment
35,Female,Oily,Thinning,5000,Dullness,5.0,Chemical Peel Treatment
62,Female,Combination,Thinning,3000,Aging,4.5,Gold Glow Therapy
35,Female,Sensitive,Wavy,2000,Aging,4.5,Anti-Aging Facial
48,Female,Dry,Coily,1000,Dullness,3.5,Hair Spa
49,Male,Dry,Curly,500,Hair Fall,3.5,Scalp Treatment
43,Female,Dry,Straight,1000,Acne,4.5,Deep Cleansing Facial
59,Non-binary,Oily,Thinning,1000,Frizz,3.0,Deep Cleansing Facial
42,Female,Oily,Straight,10000,Dullness,3.0,Chemical Peel Treatment
23,Female,Normal,Straight,10000,Acne,3.0,Chemical Peel Treatment
39,Male,Oily,Wavy,1000,Dandruff,5.0,Deep Cleansing Facial
28,Female,Sensitive,Wavy,1000,Acne,5.0,Deep Cleansing Facial
58,Female,Oily,Straight,500,Pigmentation,4.0,Deep Cleansing Facial
44,Female,Dry,Straight,1000,Dandruff,4.5,Anti-Dandruff Spa
59,Female,Sensitive,Straight,2000,Aging,3.0,Anti-Aging Facial
36,Female,Normal,Curly,500,Hair Fall,3.0,Scalp Treatment
56,Female,Sensitive,Thinning,1500,Pigmentation,3.5,Scalp Treatment
27,Male,Combination,Thinning,10000,Hair Fall,4.0,Advanced Hair Spa
35,Male,Combination,Curly,10000,Frizz,3.0,Keratin Therapy
27,Male,Dry,Curly,1000,Dandruff,4.5,Hair Spa
48,Male,Oily,Thinning,2000,Frizz,4.0,Chemical Peel Treatment
38,Non-binary,Dry,Coily,1500,Hair Fall,4.5,Scalp Treatment
62,Non-binary,Normal,Curly,1000,Dullness,3.5,Hair Spa
53,Female,Normal,Coily,3000,Pigmentation,3.5,Keratin Therapy
55,Male,Normal,Thinning,10000,Frizz,3.5,Advanced Hair Spa
33,Female,Dry,Straight,1500,Pigmentation,4.5,Hydrating Facial
25,Female,Combination,Curly,10000,Dullness,3.5,Keratin Therapy
27,Male,Normal,Coily,1000,Aging,3.5,Anti-Aging Facial
26,Female,Dry,Coily,5000,Acne,4.5,Chemical Peel Treatment
62,Female,Normal,Straight,2000,Dullness,5.0,Vitamin C Glow Facial
19,Female,Dry,Straight,1000,Acne,3.0,Deep Cleansing Facial
44,Female,Dry,Coily,5000,Aging,5.0,Gold Glow Therapy
37,Female,Combination,Coily,10000,Frizz,3.0,Keratin Therapy
27,Female,Oily,Thinning,10000,Aging,5.0,Chemical Peel Treatment
43,Male,Sensitive,Thinning,5000,Dullness,4.0,Advanced Hair Spa
50,Female,Dry,Coily,1000,Hair Fall,3.0,Scalp Treatment
26,Male,Sensitive,Thinning,500,Aging,4.5,Anti-Aging Facial
53,Female,Oily,Coily,2000,Hair Fall,4.5,Chemical Peel Treatment
28,Female,Combination,Coily,1000,Hair Fall,3.0,Scalp Treatment
41,Female,Combination,Straight,1000,Hair Fall,3.5,Scalp Treatment
22,Female,Oily,Curly,1000,Pigmentation,3.5,Deep Cleansing Facial
20,Female,Oily,Thinning,3000,Acne,5.0,Chemical Peel Treatment
48,Female,Combination,Straight,1500,Acne,4.0,Deep Cleansing Facial
43,Female,Combination,Coily,5000,Hair Fall,3.5,Advanced Hair Spa
24,Female,Normal,Straight,3000,Dullness,3.5,Classic Swedish Massage
42,Female,Oily,Curly,1000,Aging,4.5,Deep Cleansing Facial
58,Female,Dry,Wavy,10000,Frizz,3.5,Keratin Therapy
28,Non-binary,Normal,Thinning,5000,Pigmentation,5.0,Advanced Hair Spa
39,Female,Dry,Curly,1500,Hair Fall,5.0,Scalp Treatment
45,Female,Sensitive,Wavy,1000,Pigmentation,5.0,De-Tan Treatment
27,Female,Sensitive,Straight,10000,Acne,3.5,Chemical Peel Treatment
37,Female,Oily,Coily,500,Dandruff,4.0,Deep Cleansing Facial
36,Female,Combination,Thinning,1500,Hair Fall,3.0,Scalp Treatment
63,Male,Combination,Coily,1500,Dullness,4.5,Keratin Therapy
26,Male,Normal,Coily,500,Hair Fall,4.0,Scalp Treatment
57,Male,Dry,Coily,1500,Pigmentation,5.0,Keratin Therapy
41,Female,Sensitive,Thinning,2000,Hair Fall,3.0,Advanced Hair Spa
59,Female,Dry,Thinning,500,Aging,3.0,Anti-Aging Facial
28,Female,Oily,Wavy,2000,Dullness,4.5,Chemical Peel Treatment
40,Female,Normal,Coily,500,Acne,3.5,Deep Cleansing Facial
43,Male,Dry,Coily,1500,Acne,4.0,Deep Cleansing Facial
56,Female,Sensitive,Straight,1500,Dandruff,3.0,Anti-Dandruff Spa
48,Female,Dry,Curly,3000,Acne,5.0,Chemical Peel Treatment
21,Male,Combination,Coily,2000,Aging,3.0,Anti-Aging Facial
19,Non-binary,Sensitive,Curly,1500,Frizz,3.5,Keratin Therapy
22,Female,Oily,Curly,10000,Frizz,4.5,Chemical Peel Treatment
51,Female,Combination,Wavy,10000,Acne,3.0,Chemical Peel Treatment
45,Female,Combination,Wavy,1000,Hair Fall,4.5,Scalp Treatment
52,Female,Dry,Coily,1500,Frizz,5.0,Keratin Therapy
18,Female,Normal,Wavy,500,Frizz,5.0,Hair Spa
38,Female,Combination,Straight,1000,Dandruff,3.5,Anti-Dandruff Spa
38,Female,Sensitive,Curly,3000,Frizz,3.0,Keratin Therapy
26,Female,Normal,Straight,500,Aging,3.5,Anti-Aging Facial
52,Male,Normal,Coily,1000,Hair Fall,3.5,Scalp Treatment
61,Female,Oily,Curly,10000,Hair Fall,3.0,Chemical Peel Treatment
37,Female,Oily,Coily,5000,Dandruff,4.5,Chemical Peel Treatment
40,Male,Sensitive,Thinning,10000,Hair Fall,3.0,Advanced Hair Spa
47,Female,Dry,Thinning,3000,Aging,5.0,Gold Glow Therapy
36,Male,Sensitive,Curly,5000,Pigmentation,3.0,Keratin Therapy
24,Female,Oily,Thinning,2000,Acne,4.5,Chemical Peel Treatment
57,Male,Oily,Coily,3000,Pigmentation,3.0,Chemical Peel Treatment
44,Female,Sensitive,Thinning,2000,Acne,3.5,Chemical Peel Treatment
25,Female,Sensitive,Coily,10000,Frizz,4.5,Anti-Aging Facial
32,Female,Combination,Curly,1500,Dullness,4.5,Keratin Therapy
18,Male,Sensitive,Straight,500,Acne,3.5,Deep Cleansing Facial
51,Male,Normal,Curly,1500,Aging,5.0,Anti-Aging Facial
33,Female,Sensitive,Wavy,3000,Frizz,4.5,Keratin Therapy
54,Female,Sensitive,Wavy,2000,Hair Fall,5.0,Advanced Hair Spa
32,Female,Dry,Thinning,500,Frizz,5.0,Scalp Treatment
58,Male,Normal,Wavy,1500,Aging,3.0,Anti-Aging Facial
45,Female,Normal,Wavy,500,Pigmentation,5.0,De-Tan Treatment
23,Female,Oily,Wavy,2000,Frizz,4.0,Chemical Peel Treatment
59,Male,Combination,Wavy,3000,Dullness,3.5,Vitamin C Glow Facial
42,Male,Oily,Curly,500,Aging,3.0,Deep Cleansing Facial
55,Male,Oily,Coily,3000,Acne,3.0,Chemical Peel Treatment
34,Male,Oily,Straight,2000,Dullness,4.0,Chemical Peel Treatment
31,Female,Sensitive,Straight,2000,Acne,4.5,Chemical Peel Treatment
22,Female,Sensitive,Coily,1500,Frizz,4.5,Keratin Therapy
29,Female,Dry,Thinning,5000,Pigmentation,3.0,Advanced Hair Spa
39,Non-binary,Sensitive,Thinning,3000,Pigmentation,3.0,Advanced Hair Spa
34,Male,Dry,Thinning,500,Pigmentation,3.0,Scalp Treatment
27,Female,Combination,Straight,1000,Acne,4.0,Deep Cleansing Facial
23,Male,Dry,Curly,1500,Dandruff,3.5,Keratin Therapy
40,Male,Combination,Coily,5000,Dullness,4.5,Keratin Therapy
43,Male,Combination,Wavy,1000,Frizz,4.0,Hair Spa
24,Female,Normal,Curly,1000,Dullness,3.5,Hair Spa
49,Female,Sensitive,Coily,3000,Frizz,4.0,Keratin Therapy
57,Female,Sensitive,Coily,1000,Pigmentation,4.0,Hair Spa
58,Male,Sensitive,Wavy,500,Pigmentation,4.0,De-Tan Treatment
36,Female,Normal,Curly,2000,Acne,3.0,Chemical Peel Treatment
38,Female,Dry,Curly,1000,Acne,3.5,Deep Cleansing Facial
41,Female,Combination,Straight,500,Hair Fall,3.0,Scalp Treatment
31,Female,Combination,Wavy,3000,Acne,4.5,Chemical Peel Treatment
31,Female,Oily,Thinning,1500,Frizz,5.0,Deep Cleansing Facial
60,Female,Sensitive,Coily,1500,Dullness,4.0,Keratin Therapy
21,Male,Sensitive,Straight,1500,Dandruff,3.0,Anti-Dandruff Spa
28,Female,Normal,Coily,1000,Pigmentation,3.0,Hair Spa
59,Male,Normal,Straight,2000,Hair Fall,3.5,Advanced Hair Spa
43,Female,Normal,Thinning,500,Hair Fall,3.0,Scalp Treatment
24,Male,Sensitive,Curly,1500,Hair Fall,4.0,Scalp Treatment
53,Male,Sensitive,Thinning,500,Dandruff,4.0,Scalp Treatment
47,Female,Oily,Curly,3000,Acne,3.0,Chemical Peel Treatment
18,Female,Combination,Coily,1000,Aging,3.0,Anti-Aging Facial
41,Male,Normal,Straight,5000,Dullness,3.0,Vitamin C Glow Facial
20,Female,Combination,Straight,1500,Hair Fall,5.0,Scalp Treatment
42,Female,Dry,Wavy,3000,Dandruff,3.0,Anti-Dandruff Spa
27,Male,Sensitive,Coily,5000,Acne,5.0,Chemical Peel Treatment
54,Female,Sensitive,Curly,1500,Dullness,4.5,Keratin Therapy
34,Male,Oily,Curly,3000,Dullness,3.5,Chemical Peel Treatment
31,Female,Oily,Coily,500,Aging,3.0,Deep Cleansing Facial
47,Male,Dry,Coily,500,Hair Fall,3.5,Scalp Treatment
51,Female,Combination,Curly,5000,Dandruff,3.5,Keratin Therapy
24,Male,Dry,Curly,2000,Dandruff,5.0,Keratin Therapy
43,Female,Combination,Coily,1000,Frizz,4.0,Hair Spa
54,Female,Dry,Coily,500,Frizz,3.0,Hair Spa
47,Female,Oily,Coily,5000,Pigmentation,4.5,Chemical Peel Treatment
25,Male,Oily,Curly,2000,Aging,3.5,Chemical Peel Treatment
45,Female,Oily,Coily,1500,Hair Fall,3.0,Gold Glow Therapy
64,Male,Dry,Curly,1000,Dandruff,3.5,Hair Spa
51,Female,Normal,Coily,500,Frizz,3.0,Hair Spa
25,Female,Oily,Straight,3000,Hair Fall,3.5,Chemical Peel Treatment
24,Female,Normal,Coily,2000,Dandruff,3.0,Keratin Therapy
62,Female,Dry,Wavy,10000,Aging,4.0,Gold Glow Therapy
63,Female,Oily,Straight,1000,Pigmentation,5.0,Deep Cleansing Facial
37,Male,Dry,Wavy,1500,Frizz,3.0,Keratin Therapy
39,Male,Dry,Straight,5000,Dandruff,4.5,Anti-Dandruff Spa
29,Non-binary,Oily,Wavy,5000,Dullness,3.0,Chemical Peel Treatment
48,Female,Sensitive,Wavy,2000,Acne,3.0,Chemical Peel Treatment
54,Female,Combination,Wavy,3000,Pigmentation,3.5,De-Tan Treatment
24,Female,Combination,Coily,2000,Frizz,4.0,Keratin Therapy
34,Female,Combination,Curly,2000,Acne,4.0,Chemical Peel Treatment
39,Male,Normal,Coily,500,Hair Fall,5.0,Scalp Treatment
19,Female,Sensitive,Wavy,5000,Aging,4.0,Gold Glow Therapy
33,Female,Sensitive,Curly,1000,Frizz,3.0,Hair Spa
42,Female,Combination,Thinning,2000,Pigmentation,3.5,Advanced Hair Spa
61,Female,Combination,Coily,3000,Dandruff,4.0,Keratin Therapy
20,Female,Combination,Thinning,500,Dandruff,4.5,Scalp Treatment
40,Female,Oily,Coily,5000,Aging,4.5,Chemical Peel Treatment
51,Non-binary,Normal,Thinning,5000,Aging,4.0,Gold Glow Therapy
22,Male,Oily,Coily,500,Aging,4.0,Deep Cleansing Facial
25,Female,Combination,Straight,2000,Hair Fall,3.0,Keratin Therapy
40,Male,Normal,Thinning,1000,Acne,4.0,Deep Cleansing Facial
64,Female,Normal,Straight,1500,Aging,3.0,Anti-Aging Facial
40,Female,Sensitive,Coily,2000,Acne,4.0,Chemical Peel Treatment
56,Female,Normal,Coily,5000,Hair Fall,5.0,Advanced Hair Spa
30,Female,Sensitive,Thinning,1000,Hair Fall,4.0,Scalp Treatment
54,Male,Sensitive,Thinning,1000,Dandruff,4.5,Scalp Treatment
51,Female,Combination,Thinning,5000,Frizz,4.0,Advanced Hair Spa
45,Female,Sensitive,Coily,500,Pigmentation,3.0,Hair Spa
44,Female,Dry,Thinning,1500,Dullness,3.5,Scalp Treatment
41,Female,Normal,Thinning,1500,Acne,4.5,Deep Cleansing Facial
60,Female,Normal,Coily,10000,Acne,3.0,Chemical Peel Treatment
59,Female,Normal,Straight,10000,Hair Fall,5.0,Advanced Hair Spa
39,Male,Oily,Thinning,5000,Pigmentation,3.0,Chemical Peel Treatment
51,Female,Sensitive,Wavy,1000,Frizz,3.5,Hair Spa
37,Male,Oily,Coily,3000,Frizz,3.5,Chemical Peel Treatment
18,Female,Oily,Thinning,500,Aging,3.5,Deep Cleansing Facial
19,Male,Sensitive,Coily,500,Acne,4.0,Deep Cleansing Facial
